"STATION","NAME","DATE","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00213455","HALLOCK, MN US","1971-10","271","0","0","17","0","0.0","0.84","69","998","2.89","0.0","45.6","55.4","35.7"
"USC00213455","HALLOCK, MN US","1971-11","271",,,"-6",,,"0.12","43","2166","0.48",,"24.7","31.7","17.6"
"USC00213455","HALLOCK, MN US","1971-12","271",,,"-18",,,"0.11","34","3960","0.28",,"7.1","17.2","-2.9"
"USC00213455","HALLOCK, MN US","1972-01","0",,,"-38",,,"0.53","34","6127","1.22",,"-4.9","6.4","-16.2"
"USC00213455","HALLOCK, MN US","1972-02","0",,,"-33",,,"0.09","37","8035","0.39",,"-0.8","10.5","-12.0"
"USC00213455","HALLOCK, MN US","1972-03","0",,,"-31",,,"0.13","44","9464","0.66",,"18.9","28.3","9.5"
"USC00213455","HALLOCK, MN US","1972-04","0",,,"8",,,"0.31","71","10274","0.93",,"38.0","47.2","28.8"
"USC00213455","HALLOCK, MN US","1972-05","76","0","0","25","0","0.0","1.19","91","10503","2.15","0.0","60.0","72.8","47.3"
"USC00213455","HALLOCK, MN US","1972-06","166","0","0","32","0","0.0","0.32","93","10591","1.49","0.0","65.1","78.6","51.5"
"USC00213455","HALLOCK, MN US","1972-07","227","0","0","41","0","0.0","0.49","94","56","1.96","0.0","65.2","77.8","52.5"
"USC00213455","HALLOCK, MN US","1972-08","379","0","0","38","0","0.0","0.37","98","116","1.24","0.0","68.0","82.3","53.8"
"USC00213455","HALLOCK, MN US","1972-09","386","0","0","31","0","0.0","1.10","81","494","3.30","0.0","52.6","64.6","40.6"
"USC00213455","HALLOCK, MN US","1972-10","386","0","0","8","0","0.0","0.38","76","1270","1.20","0.0","40.0","51.5","28.4"
"USC00213455","HALLOCK, MN US","1972-11","386",,,"-7",,,"0.12","44","2525","0.33",,"23.2","30.0","16.3"
"USC00213455","HALLOCK, MN US","1972-12","386",,,"-26",,,"0.20","32","4506","0.31",,"1.1","10.5","-8.3"
"USC00213455","HALLOCK, MN US","1973-01","0",,,"-31",,,"0.04","43","6261","0.08",,"8.4","18.0","-1.2"
"USC00213455","HALLOCK, MN US","1973-02","0",,,"-22",,,"0.12","39","7774","0.25",,"11.0","22.4","-0.4"
"USC00213455","HALLOCK, MN US","1973-03","0","0","0","17","0","0.0","0.19","59","8730","0.53","0.0","34.2","41.9","26.5"
"USC00213455","HALLOCK, MN US","1973-04","0","0","0","11","0","0.0","0.21","78","9513","0.49","0.0","38.9","51.6","26.1"
"USC00213455","HALLOCK, MN US","1973-05","2","0","0","23","0","0.0","1.78","82","9861","2.42","0.0","53.5","67.1","39.8"
"USC00213455","HALLOCK, MN US","1973-06","81","0","0","37","0","0.0","1.29","94","9964","2.56","0.0","64.2","75.9","52.5"
"USC00213455","HALLOCK, MN US","1973-07","168","0","0","44","0","0.0","0.86","94","40","3.52","0.0","66.6","79.1","54.2"
"USC00213455","HALLOCK, MN US","1973-09",,"0","0","21","0","0.0","0.83","84",,"3.10","0.0","55.3","67.8","42.8"
"USC00213455","HALLOCK, MN US","1973-10",,"0","0","30","0","0.0","0.68","74",,"2.21","0.0","49.2","59.4","38.8"
"USC00213455","HALLOCK, MN US","1973-11",,,,"0",,,"0.28","46",,"1.00",,"21.3","29.4","13.2"
"USC00213455","HALLOCK, MN US","1973-12",,,,"-28",,,"0.25","34",,"0.61",,"6.1","13.7","-1.6"
"USC00213455","HALLOCK, MN US","1974-01","0",,,"-36",,,"0.20","29",,"0.70",,"-4.7","4.3","-13.8"
"USC00213455","HALLOCK, MN US","1974-02","0",,,"-29",,,"0.08","39",,"0.26",,"3.3","15.1","-8.4"
"USC00213455","HALLOCK, MN US","1974-03","0",,,"-27",,,"0.29","39",,"0.61",,"15.1","24.3","5.8"
"USC00213455","HALLOCK, MN US","1974-04","0",,,"4",,,"1.19","78",,"2.99",,"36.6","44.9","28.2"
"USC00213455","HALLOCK, MN US","1974-05","0","0","0","30","0","0.0","1.64","77",,"4.24","0.0","48.6","57.0","40.2"
"USC00213455","HALLOCK, MN US","1974-06","79","0","0","39","0","0.0","0.98","93",,"1.72","0.0","64.5","76.6","52.4"
"USC00213455","HALLOCK, MN US","1974-07","322","0","0","46","0","0.0","0.52","98","6","1.08","0.0","72.6","86.2","59.1"
"USC00213455","HALLOCK, MN US","1974-08","379","0","0","40","0","0.0","2.08","88","106","5.62","0.0","63.6","75.3","51.9"
"USC00213455","HALLOCK, MN US","1974-09","381","0","0","24","0","0.0","0.27","86","517","0.49","0.0","51.3","63.5","39.2"
"USC00213455","HALLOCK, MN US","1974-11",,,,"3",,,"0.17","56",,"0.18",,"26.9","34.4","19.4"
"USC00213455","HALLOCK, MN US","1974-12",,,,"-4",,,"0.23","42",,"0.44",,"17.1","25.2","9.0"
"USC00213455","HALLOCK, MN US","1975-01","0",,,"-22",,,"0.58","35",,"1.00",,"6.5","14.4","-1.5"
"USC00213455","HALLOCK, MN US","1975-02","0",,,"-27",,,"0.09","36",,"0.18",,"4.8","14.8","-5.2"
"USC00213455","HALLOCK, MN US","1975-03","0",,,"-22",,,"0.25","50",,"1.01",,"13.9","24.2","3.6"
"USC00213455","HALLOCK, MN US","1975-04","0",,,"-12",,,"0.96","62",,"2.20",,"35.3","42.5","28.2"
"USC00213455","HALLOCK, MN US","1975-05","5","0","0","34","0","0.0","0.78","82",,"1.97","0.0","54.4","65.9","43.0"
"USC00213455","HALLOCK, MN US","1975-06","77","0","0","38","0","0.0","1.02","87",,"4.83","0.0","62.6","72.9","52.2"
"USC00213455","HALLOCK, MN US","1975-07","305","0","0","45","0","0.0","1.11","101","21","2.32","0.0","71.7","83.2","60.2"
"USC00213455","HALLOCK, MN US","1975-08","389","0","0","37","0","0.0","0.25","90","105","0.83","0.0","65.0","76.0","53.9"
"USC00213455","HALLOCK, MN US","1975-09","391","0","0","29","0","0.0","1.67","83","418","2.42","0.0","54.6","67.3","41.9"
"USC00213455","HALLOCK, MN US","1975-10","394","0","0","22","0","0.0","0.51","81","994","0.81","0.0","46.5","57.0","36.0"
"USC00213455","HALLOCK, MN US","1975-11","394",,,"-4",,,"0.12","75","2022","0.24",,"29.4","39.4","19.5"
"USC00213455","HALLOCK, MN US","1975-12","394",,,"-29",,,"0.36","38","3801","0.78",,"7.6","18.2","-2.9"
"USC00213455","HALLOCK, MN US","1976-01","0",,,"-37",,,"0.33","40","5768","1.03",,"1.5","12.6","-9.6"
"USC00213455","HALLOCK, MN US","1976-02","0",,,"-21",,,"0.20","44","7201","0.57",,"15.6","26.5","4.7"
"USC00213455","HALLOCK, MN US","1976-03","0",,,"-22",,,"0.19","50","8634","0.59",,"17.0","27.4","6.6"
"USC00213455","HALLOCK, MN US","1976-04","0","0","0","18","0","0.0","0.83","75","9227","1.82","0.0","45.2","57.1","33.4"
"USC00213455","HALLOCK, MN US","1976-05","10","0","0","19","0","0.0","0.34","89","9566","0.61","0.0","54.4","69.6","39.2"
"USC00213455","HALLOCK, MN US","1976-06","135","0","0","39","0","0.0","0.70","92","9640","3.76","0.0","66.7","78.5","54.9"
"USC00213455","HALLOCK, MN US","1976-07","280","0","0","44","0","0.0","1.66","91","20","2.66","0.0","69.0","82.7","55.3"
"USC00213455","HALLOCK, MN US","1976-08","442","0","0","44","0","0.0","2.04","100","52","3.26","0.0","69.2","82.9","55.5"
"USC00213455","HALLOCK, MN US","1976-09","486","0","0","25","0","0.0","0.25","98","334","0.34","0.0","57.1","72.1","42.0"
"USC00213455","HALLOCK, MN US","1976-10","486","0","0","8","0","0.0","0.25","87","1141","0.35","0.0","38.0","50.9","25.1"
"USC00213455","HALLOCK, MN US","1976-11","486","0","0","-14","0","0.0","0.02","58","2401","0.02","0.0","23.0","33.8","12.2"
"USC00213455","HALLOCK, MN US","1976-12","486",,,"-31",,,"0.18","40","4300","0.55",,"1.7","13.4","-10.0"
"USC00213455","HALLOCK, MN US","1977-01","0",,,"-38",,,"0.51","32","6495","1.20",,"-5.8","3.9","-15.5"
"USC00213455","HALLOCK, MN US","1977-02","0",,,"-27",,,"0.32","40","7968","0.81",,"12.4","22.6","2.2"
"USC00213455","HALLOCK, MN US","1977-03","0",,,"-3",,,"0.30","60","9075","0.55",,"29.3","38.1","20.4"
"USC00213455","HALLOCK, MN US","1977-04","0","0","0","14","0","0.0","0.18","83","9597","0.18","0.0","47.6","61.7","33.5"
"USC00213455","HALLOCK, MN US","1977-05","123","0","0","26","0","0.0","1.30","93","9681","4.55","0.0","66.3","80.2","52.3"
"USC00213455","HALLOCK, MN US","1977-06","170","0","0","45","0","0.0","0.76","88","9742","2.61","0.0","64.5","75.9","53.2"
"USC00213455","HALLOCK, MN US","1977-07","335","0","0","47","0","0.0","0.77","96","21","2.54","0.0","69.6","82.2","57.0"
"USC00213455","HALLOCK, MN US","1977-08","341","0","0","37","0","0.0","0.45","88","180","2.00","0.0","60.1","73.3","46.9"
"USC00213455","HALLOCK, MN US","1977-09","343","0","0","35","0","0.0","1.01","79","466","4.54","0.0","55.5","64.0","47.1"
"USC00213455","HALLOCK, MN US","1977-10","343","0","0","23","0","0.0","0.52","73","1058","1.16","0.0","45.9","58.3","33.5"
"USC00213455","HALLOCK, MN US","1977-11","343",,,"-19",,,"0.37","59","2284","1.43",,"24.1","33.3","15.0"
"USC00213455","HALLOCK, MN US","1977-12","343",,,"-28",,,"0.37","36","4182","1.05",,"3.8","11.2","-3.6"
"USC00213455","HALLOCK, MN US","1978-01","0",,,"-25",,,"0.17","30","6332","0.47",,"-4.4","4.2","-12.9"
"USC00213455","HALLOCK, MN US","1978-02","0",,,"-28",,,"0.11","33","8060","0.34",,"3.3","13.1","-6.5"
"USC00213455","HALLOCK, MN US","1978-03","0",,,"-15",,,"0.06","49","9386","0.12",,"20.7","29.8","11.6"
"USC00213455","HALLOCK, MN US","1978-04","0","0","0","17","0","0.0","0.54","75","10117","1.20","0.0","40.6","49.5","31.8"
"USC00213455","HALLOCK, MN US","1978-05","38","0","0","33","0","0.0","0.50","90","10332","1.94","0.0","59.3","72.5","46.1"
"USC00213455","HALLOCK, MN US","1978-06","130","0","0","39","0","0.0","0.87","92","10447","1.45","0.0","64.2","76.5","51.9"
"USC00213455","HALLOCK, MN US","1978-07","259","0","0","46","0","0.0","0.96","95","27","3.11","0.0","68.4","80.5","56.4"
"USC00213455","HALLOCK, MN US","1978-08","379","0","0","33","0","0.0","0.24","97","107","1.06","0.0","66.3","80.0","52.5"
"USC00213455","HALLOCK, MN US","1978-09","481","0","0","30","0","0.0","1.51","101","334","4.38","0.0","60.9","72.5","49.2"
"USC00213455","HALLOCK, MN US","1978-10","481","0","0","20","0","0.0","0.06","75","987","0.20","0.0","43.5","55.9","31.1"
"USC00213455","HALLOCK, MN US","1978-11","481",,,"-22",,,"0.23","67","2259","0.87",,"19.9","30.6","9.2"
"USC00213455","HALLOCK, MN US","1978-12","481",,,"-30",,,"0.30","32","4229","0.99",,"1.4","11.7","-8.9"
"USC00213455","HALLOCK, MN US","1979-01","0",,,"-41",,,"0.41","24","6462","0.82",,"-9.7","0.8","-20.2"
"USC00213455","HALLOCK, MN US","1979-02","0",,,"-34",,,"0.26","28","8448","0.90",,"-5.9","3.7","-15.6"
"USC00213455","HALLOCK, MN US","1979-03","0",,,"-13",,,"0.39","40","9981","1.17",,"15.6","25.6","5.6"
"USC00213455","HALLOCK, MN US","1979-04","0",,,"-9",,,"0.90","65","10957","3.00",,"32.4","40.9","24.0"
"USC00213455","HALLOCK, MN US","1979-05","11","0","0","28","0","0.0","1.47","84","11518","3.90","0.0","47.3","56.4","38.2"
"USC00213455","HALLOCK, MN US","1979-06","52","0","0","41","0","0.0","0.59","94","11636","1.02","0.0","62.7","74.5","50.9"
"USC00213455","HALLOCK, MN US","1979-08",,"0","0","38","0","0.0","1.14","88",,"2.56","0.0","63.6","75.6","51.7"
"USC00213455","HALLOCK, MN US","1979-09",,"0","0","35","0","0.0","0.32","92",,"0.98","0.0","58.4","70.7","46.1"
"USC00213455","HALLOCK, MN US","1979-10",,"0","0","11","0","0.0","0.29","70",,"0.91","0.0","41.6","52.0","31.3"
"USC00213455","HALLOCK, MN US","1979-11",,,,"-1",,,"0.41","44",,"0.86",,"24.0","30.9","17.0"
"USC00213455","HALLOCK, MN US","1979-12",,,,"-17",,,"0.09","42",,"0.24",,"17.6","26.0","9.2"
"USC00213455","HALLOCK, MN US","1980-02",,,,"-29",,,"0.25","29",,"0.54",,"7.1","17.0","-2.7"
"USC00213455","HALLOCK, MN US","1980-03",,,,"-26",,,"0.35","50",,"0.56",,"17.5","27.9","7.2"
"USC00213455","HALLOCK, MN US","1980-04",,"0","0","20","0","0.0","0.38","98",,"0.38","0.0","47.7","62.3","33.1"
"USC00213455","HALLOCK, MN US","1980-06",,"0","0","38","0","0.0","1.96","96",,"3.41","0.0","64.8","77.4","52.2"
"USC00213455","HALLOCK, MN US","1980-10",,"0","0","16","0","0.0","1.28","83",,"1.68","0.0","41.1","50.7","31.5"
"USC00213455","HALLOCK, MN US","1980-11",,,,"11",,,"0.43","58",,"0.91",,"31.1","40.0","22.2"
"USC00213455","HALLOCK, MN US","1980-12",,,,"-22",,,"0.08","38",,"0.20",,"7.9","17.7","-1.8"
"USC00213455","HALLOCK, MN US","1981-01","0",,,"-23",,,"0.15","41",,"0.26",,"9.3","20.3","-1.7"
"USC00213455","HALLOCK, MN US","1981-02","0",,,"-27",,,"0.49","47",,"1.02",,"15.8","24.5","7.2"
"USC00213455","HALLOCK, MN US","1981-03","0","0","0","1","0","0.0","0.48","62",,"0.63","0.0","31.3","40.7","21.9"
"USC00213455","HALLOCK, MN US","1981-04","0","0","0","12","0","0.0","0.24","80",,"0.46","0.0","42.6","54.7","30.5"
"USC00213455","HALLOCK, MN US","1981-05","13","0","0","21","0","0.0","0.92","84",,"1.78","0.0","54.5","67.0","42.0"
"USC00213455","HALLOCK, MN US","1981-06","34","0","0","43","0","0.0","1.61","86",,"5.26","0.0","62.1","73.3","50.9"
"USC00213455","HALLOCK, MN US","1981-07","190","0","0","43","0","0.0","0.33","94","19","0.62","0.0","69.4","82.1","56.7"
"USC00213455","HALLOCK, MN US","1981-09",,"0","0","29","0","0.0","1.66","89",,"2.65","0.0","56.2","68.4","43.9"
"USC00213455","HALLOCK, MN US","1981-10",,"0","0","14","0","0.0","1.00","69",,"3.44","0.0","42.9","51.3","34.4"
"USC00213455","HALLOCK, MN US","1981-11",,,,"13",,,"0.23","64",,"0.52",,"35.5","44.3","26.8"
"USC00213455","HALLOCK, MN US","1981-12",,,,"-20",,,"0.02","35",,"0.05",,"10.2","17.8","2.6"
"USC00213455","HALLOCK, MN US","1982-01","0",,,"-31",,,"0.26","32",,"0.94",,"-11.7","-1.2","-22.2"
"USC00213455","HALLOCK, MN US","1982-02","0",,,"-30",,,"0.05","40",,"0.12",,"5.9","15.9","-4.1"
"USC00213455","HALLOCK, MN US","1982-03","0",,,"-12",,,"0.30","51",,"0.93",,"21.3","29.9","12.7"
"USC00213455","HALLOCK, MN US","1982-04","0",,,"0",,,"0.75","85",,"1.11",,"37.8","49.3","26.3"
"USC00213455","HALLOCK, MN US","1982-05","23","0","0","25","0","0.0","0.58","85",,"1.50","0.0","57.5","68.2","46.8"
"USC00213455","HALLOCK, MN US","1982-06","34","0","0","32","0","0.0","1.30","82",,"3.99","0.0","57.6","69.6","45.6"
"USC00213455","HALLOCK, MN US","1982-07","161","0","0","50","0","0.0","2.51","93","6","7.29","0.0","68.9","80.9","57.0"
"USC00213455","HALLOCK, MN US","1982-08","252","0","0","30","0","0.0","1.37","89","130","3.39","0.0","63.9","75.9","52.0"
"USC00213455","HALLOCK, MN US","1982-09","281","0","0","30","0","0.0","1.50","90","409","2.18","0.0","55.2","67.7","42.8"
"USC00213455","HALLOCK, MN US","1982-10","281","0","0","24","0","0.0","1.18","69","1060","3.94","0.0","44.0","52.1","35.9"
"USC00213455","HALLOCK, MN US","1982-12",,,,"-11",,,"0.45","54",,"0.65",,"16.7","24.2","9.2"
"USC00213455","HALLOCK, MN US","1983-01","0",,,"-21",,,"0.92","35",,"1.28",,"12.1","20.2","4.0"
"USC00213455","HALLOCK, MN US","1983-02","0",,,"-27",,,"0.06","44",,"0.09",,"15.9","24.2","7.6"
"USC00213455","HALLOCK, MN US","1983-03","0",,,"4",,,"0.76","45",,"2.07",,"25.8","32.1","19.5"
"USC00213455","HALLOCK, MN US","1983-04","0","0","0","17","0","0.0","0.03","74",,"0.06","0.0","39.4","49.1","29.8"
"USC00213455","HALLOCK, MN US","1983-05","0","0","0","22","0","0.0","0.49","79",,"1.26","0.0","49.5","62.9","36.2"
"USC00213455","HALLOCK, MN US","1983-06","91","0","0","36","0","0.0","0.71","90",,"3.49","0.0","64.5","75.7","53.2"
"USC00213455","HALLOCK, MN US","1983-07","380",,"0","37",,"0.0","0.77","96","27","2.21","0.0","73.5","85.8","61.2"
"USC00213455","HALLOCK, MN US","1983-08","651","0","0","47","0","0.0","0.87","99","34","1.41","0.0","73.5","87.6","59.4"
"USC00213455","HALLOCK, MN US","1983-09","713","0","0","27","0","0.0","0.72","102","363","1.84","0.0","56.1","68.0","44.2"
"USC00213455","HALLOCK, MN US","1983-10","713","0","0","22","0","0.0","0.44","65","1061","1.94","0.0","42.5","51.9","33.1"
"USC00213455","HALLOCK, MN US","1983-11","713",,"0","5",,"0.0","0.39","62","2125","0.77","0.0","29.5","35.8","23.3"
"USC00213455","HALLOCK, MN US","1983-12","713",,,"-29",,,"0.08","20","4075","0.21",,"-2.5","5.9","-11.0"
"USC00213455","HALLOCK, MN US","1984-01","0",,,"-28",,,"0.28","41","5923","0.54",,"5.4","15.6","-4.8"
"USC00213455","HALLOCK, MN US","1984-02","0",,,"-20",,,"0.15","41","7102","0.33",,"21.0","30.1","11.9"
"USC00213455","HALLOCK, MN US","1984-03","0",,,"-16",,,"0.18","53","8312","0.29",,"20.3","29.5","11.1"
"USC00213455","HALLOCK, MN US","1984-04","0","0","0","23","0","0.0","0.69","71","8860","1.93","0.0","46.1","57.9","34.3"
"USC00213455","HALLOCK, MN US","1984-05","7","0","0","23","0","0.0","0.26","85","9277","0.61","0.0","51.7","65.1","38.2"
"USC00213455","HALLOCK, MN US","1984-06","73","0","0","43","0","0.0","1.41","94","9356","4.79","0.0","64.6","76.2","53.0"
"USC00213455","HALLOCK, MN US","1984-07","196","0","0","40","0","0.0","0.48","94","20","1.51","0.0","68.3","81.7","54.8"
"USC00213455","HALLOCK, MN US","1984-08","413","0","0","44","0","0.0","0.83","100","43","1.91","0.0","71.3","85.0","57.6"
"USC00213455","HALLOCK, MN US","1984-09","421","0","0","22","0","0.0","0.05","84","445","0.17","0.0","51.9","64.6","39.2"
"USC00213455","HALLOCK, MN US","1984-10","422",,,"9",,,"1.47","74","1003","3.84",,"45.5","55.0","36.0"
"USC00213455","HALLOCK, MN US","1984-11","422",,,"-2",,,"0.18","52","2178","0.37",,"24.5","32.9","16.1"
"USC00213455","HALLOCK, MN US","1984-12","422",,,"-29",,,"0.31","40","4099","0.64",,"3.0","12.2","-6.1"
"USC00213455","HALLOCK, MN US","1985-01","0",,,"-32",,,"0.08","35","6027","0.23",,"1.0","11.9","-9.9"
"USC00213455","HALLOCK, MN US","1985-02","0",,,"-29",,,"0.15","40","7775","0.48",,"2.6","13.6","-8.4"
"USC00213455","HALLOCK, MN US","1985-03","0",,,"-3",,,"0.15","55","8882","0.38",,"29.3","38.2","20.4"
"USC00213455","HALLOCK, MN US","1985-04","7","0","0","18","0","0.0","0.57","87","9441","1.13","0.0","45.1","57.3","32.8"
"USC00213455","HALLOCK, MN US","1985-05","26","0","0","31","0","0.0","0.95","94","9668","3.67","0.0","57.6","71.8","43.4"
"USC00213455","HALLOCK, MN US","1985-06","53","0","0","31","0","0.0","2.12","86","9878","5.33","0.0","58.7","69.7","47.6"
"USC00213455","HALLOCK, MN US","1985-07","156","0","0","43","0","0.0","0.30","94","39","1.12","0.0","67.2","81.2","53.1"
"USC00213455","HALLOCK, MN US","1985-08","202","0","0","41","0","0.0","2.67","88","166","7.59","0.0","62.2","72.8","51.6"
"USC00213455","HALLOCK, MN US","1985-09","202","0","0","23","0","0.0","0.86","78","559","1.81","0.0","51.5","61.8","41.3"
"USC00213455","HALLOCK, MN US","1985-10","202","0","0","20","0","0.0","0.57","68","1267","0.97","0.0","41.4","52.5","30.3"
"USC00213455","HALLOCK, MN US","1985-11","202",,,"-30",,,"0.32","52","2688","1.04",,"13.7","23.5","3.9"
"USC00213455","HALLOCK, MN US","1985-12","202",,,"-26",,,"0.19","38","4500","0.52",,"0.2","10.2","-9.8"
"USC00213455","HALLOCK, MN US","1986-01","0",,,"-28",,,"0.12","43","6261","0.37",,"8.2","18.1","-1.7"
"USC00213455","HALLOCK, MN US","1986-02","0",,,"-25",,,"0.10","37","7841","0.25",,"6.4","15.4","-2.6"
"USC00213455","HALLOCK, MN US","1986-03","0",,,"-18",,,"0.31","67","9035","0.60",,"26.5","37.1","15.8"
"USC00213455","HALLOCK, MN US","1986-04","0","0","0","15","0","0.0","0.76","71","9690","2.16","0.0","42.2","53.1","31.3"
"USC00213455","HALLOCK, MN US","1986-05","60","0","0","28","0","0.0","0.53","97","9953","1.78","0.0","58.4","71.2","45.7"
"USC00213455","HALLOCK, MN US","1986-06","142","0","0","40","0","0.0","0.33","97","10026","1.37","0.0","65.3","77.3","53.3"
"USC00213455","HALLOCK, MN US","1986-07","306","0","0","50","0","0.0","1.13","89","3","3.87","0.0","70.2","81.1","59.3"
"USC00213455","HALLOCK, MN US","1986-08","375","0","0","35","0","0.0","0.46","93","99","1.49","0.0","64.1","77.0","51.2"
"USC00213455","HALLOCK, MN US","1986-09","377","0","0","29","0","0.0","1.20","78","418","3.52","0.0","54.4","64.2","44.7"
"USC00213455","HALLOCK, MN US","1986-10","377","0","0","20","0","0.0","0.42","72","1104","0.54","0.0","42.9","54.2","31.5"
"USC00213455","HALLOCK, MN US","1986-11","377",,,"-13",,,"0.91","50","2555","1.65",,"16.6","25.9","7.4"
"USC00213455","HALLOCK, MN US","1986-12","377",,,"-13",,,"0.12","32","4139","0.55",,"13.9","21.4","6.4"
"USC00213455","HALLOCK, MN US","1987-01","0",,,"-34",,,"0.22","40","5826","0.59",,"10.6","19.4","1.8"
"USC00213455","HALLOCK, MN US","1987-02","0",,,"-6",,,"0.24","41","7060","1.09",,"20.9","28.7","13.2"
"USC00213455","HALLOCK, MN US","1987-03","0",,,"-13",,,"0.27","50","8300","0.57",,"25.0","32.6","17.4"
"USC00213455","HALLOCK, MN US","1987-04","8","0","0","17","0","0.0","0.00","88","8764","0.00","0.0","49.8","63.2","36.4"
"USC00213455","HALLOCK, MN US","1987-05","40","0","0","33","0","0.0","1.65","97","8986","3.07","0.0","58.9","71.3","46.4"
"USC00213455","HALLOCK, MN US","1987-06","201","0","0","39","0","0.0","1.57","95","9046","3.74","0.0","68.4","81.0","55.7"
"USC00213455","HALLOCK, MN US","1987-07","369","0","0","45","0","0.0","2.14","91","26","4.28","0.0","69.6","80.4","58.8"
"USC00213455","HALLOCK, MN US","1987-08","454","0","0","34","0","0.0","0.36","94","110","0.95","0.0","65.0","77.8","52.4"
"USC00213455","HALLOCK, MN US","1987-09","470","0","0","34","0","0.0","0.31","84","330","0.73","0.0","58.1","70.9","45.3"
"USC00213455","HALLOCK, MN US","1987-10","470","0","0","13","0","0.0","0.20","75","1139","0.67","0.0","38.9","50.3","27.5"
"USC00213455","HALLOCK, MN US","1987-11","470","0","0","5","0","0.0","0.19","59","2130","0.24","0.0","31.9","40.9","23.0"
"USC00213455","HALLOCK, MN US","1987-12","470",,,"-10",,,"0.10","40","3573","0.31",,"18.5","25.2","11.7"
